frame, timestamp, x_0, x_16, y_21, y_8
360, 14.360, 316.6, 407.4, 157.4, 243.4
361, 14.400, 316.9, 408.0, 157.6, 244.1
362, 14.440, 317.2, 409.1, 156.8, 244.0
363, 14.480, 317.8, 410.5, 154.5, 244.9
364, 14.520, 319.0, 411.9, 151.5, 243.5
365, 14.560, 320.0, 411.8, 147.7, 240.8
366, 14.600, 320.8, 412.9, 142.8, 237.7
367, 14.640, 321.1, 414.8, 137.4, 236.9
368, 14.680, 321.4, 417.5, 132.1, 238.8
369, 14.720, 320.7, 417.4, 128.7, 240.6
370, 14.760, 319.6, 419.5, 129.3, 242.6
371, 14.800, 318.5, 419.4, 132.5, 242.3
372, 14.840, 318.2, 419.4, 136.5, 243.1
373, 14.880, 318.1, 419.7, 140.6, 245.5
374, 14.920, 318.1, 420.2, 144.8, 248.7
375, 14.960, 318.0, 420.4, 149.0, 252.0
376, 15.000, 318.4, 420.9, 152.4, 254.5
377, 15.040, 318.8, 420.3, 155.8, 256.3
378, 15.080, 318.7, 420.8, 158.7, 257.5
379, 15.120, 317.8, 420.8, 160.6, 258.5
380, 15.160, 316.6, 421.5, 161.6, 259.4
381, 15.200, 316.0, 422.0, 162.2, 259.9
382, 15.240, 315.5, 421.6, 162.8, 259.7
383, 15.280, 315.0, 420.5, 162.7, 258.8
384, 15.320, 255.0, 372.9, 116.6, 220.5
385, 15.360, 262.5, 369.5, 116.8, 218.6
386, 15.400, 272.2, 371.8, 117.1, 218.9
387, 15.440, 280.6, 374.0, 118.4, 221.2
388, 15.480, 249.8, 372.9, 116.5, 232.7
389, 15.520, 252.5, 372.6, 117.4, 234.6
390, 15.560, 252.1, 374.0, 117.6, 236.2
391, 15.600, 251.0, 374.6, 118.1, 234.5
392, 15.640, 251.7, 375.1, 118.6, 231.5
393, 15.680, 251.5, 375.9, 119.1, 229.3
394, 15.720, 251.6, 377.2, 120.4, 228.2
395, 15.760, 251.3, 377.1, 121.4, 227.2
396, 15.800, 251.6, 376.0, 121.5, 224.3
397, 15.840, 252.1, 375.2, 121.0, 223.1
398, 15.880, 253.3, 374.4, 120.4, 222.7
399, 15.920, 253.8, 374.1, 120.3, 223.8
400, 15.960, 253.9, 375.1, 121.2, 227.3
401, 16.000, 253.3, 374.7, 122.5, 229.8
402, 16.040, 253.6, 374.6, 123.2, 229.1
403, 16.080, 254.3, 375.0, 122.7, 226.4
404, 16.120, 255.1, 376.8, 121.5, 223.8
405, 16.160, 255.8, 378.4, 120.6, 221.3
406, 16.200, 259.4, 381.1, 121.4, 223.2
407, 16.240, 270.2, 382.6, 123.3, 224.5
408, 16.280, 277.0, 381.0, 125.1, 225.9
409, 16.320, 257.7, 377.0, 125.4, 227.4
410, 16.360, 267.4, 375.7, 126.6, 227.0
411, 16.400, 276.4, 374.1, 127.0, 227.3
